entry_time,exit_time,symbol,pump_2h,vol_mult,entry_price,exit_price,margin_usdt,pnl_pct,pnl_usdt,live,reason,btc_entry,btc_exit,mfe_pct,mae_pct,listing_age_days,qvol_24h
2026-07-22T17:02:24.659351+09:00,2026-07-24T18:47:21.103620+09:00,ERAUSDT,40.2,0.0,0.11779351351351351,0.09598,50,18.52,18.47,True,"48h만기(수동청산,watchdog다운중지연)[선물]",65922.13,65100.01,,
2026-07-25T01:23:59.971338+09:00,2026-07-25T12:42:50.526331+09:00,DEXEUSDT,30.2,0.0,3.35,4.763,50,-42.18,-42.3,True,"스탑+40%(수동청산,mshort일시행상태로지연됨)[선물]",64164.00,64086.12,,
2026-07-26T08:50:59.257357+09:00,2026-07-28T08:52:27.675421+09:00,EULUSDT,31.0,0.0,1.9521,1.654,50,15.27,15.27,True,48h만기[선물],,63752.35,15.27,4.14
2026-07-28T08:52:41.596658+09:00,2026-07-29T18:28:46.103069+09:00,COTIUSDT,44.4,0.0,0.010782,0.01518,20.0,-40.79,-16.32,True,스탑+40%[선물],63752.35,64444.8,4.56,40.79
2026-07-29T06:24:14.224714+09:00,2026-07-31T06:24:07.358098+09:00,ZILUSDT,31.2,0.0,0.002936,0.002566,20.0,12.6,5.04,True,48h만기[선물],63895.99,64760.0,15.5,18.43
2026-07-29T18:29:15.519647+09:00,2026-07-31T18:32:33.205356+09:00,COTIUSDT,44.6,0.0,0.015278,0.01534,20.0,-0.41,-0.16,True,48h만기[선물],64444.8,63661.57,15.89,33.59
2026-07-30T16:05:31.568231+09:00,2026-08-01T16:06:06.916445+09:00,EPICUSDT,30.6,0.0,0.9501,0.781,20.0,17.8,7.12,True,48h만기[선물],64110.01,63083.42,28.08,-0.17
2026-07-30T21:13:11.171317+09:00,2026-08-01T21:17:56.256635+09:00,ESPUSDT,32.0,0.0,0.08055,0.06394,20.0,20.62,8.25,True,48h만기[선물],64933.33,63105.99,20.82,-2.51
2026-07-31T19:32:48.572992+09:00,2026-08-02T19:33:53.087517+09:00,MMTUSDT,41.8,0.0,0.4099,0.1731,20.0,57.77,23.11,True,48h만기[선물],63834.29,63188.0,57.92,-6.25
2026-08-03T22:03:01.890955+09:00,2026-08-04T07:53:49.407883+09:00,VICUSDT,47.5,0.0,0.04164,0.0595,25.0,-42.89,-21.45,True,스탑+40%[선물],62734.01,63627.39,6.82,42.89
2026-08-03T09:03:21.517914+09:00,2026-08-05T07:07:55.849187+09:00,BICOUSDT,30.2,0.0,0.01623,0.023,25.0,-41.71,-20.86,True,스탑+40%[선물],63526.01,64213.99,11.28,41.71
2026-08-03T23:29:38.981251+09:00,2026-08-07T00:54:32.111707+09:00,HFTUSDT,38.2,0.0,0.00995,0.031965,25.0,-221.26,-110.63,True,스탑+40%[선물],63740.39,64718.01,16.17,221.26
2026-08-04T10:26:06.766044+09:00,2026-08-07T00:54:32.621559+09:00,VICUSDT,31.6,0.0,0.06072,0.0342,25.0,43.68,21.84,True,48h만기[선물],63520.99,64718.01,43.68,6.88
2026-08-04T20:08:42.831991+09:00,2026-08-07T00:54:33.177501+09:00,BANKUSDT,33.1,0.0,0.05074,0.0427,25.0,15.85,7.92,True,48h만기[선물],63726.0,64718.01,15.85,21.21
2026-08-04T22:06:01.880427+09:00,2026-08-07T00:54:33.691018+09:00,HOMEUSDT,31.6,0.0,0.011199,0.00971,25.0,13.3,6.65,True,48h만기[선물],63938.0,64718.01,18.74,3.49
2026-08-05T07:08:21.569626+09:00,2026-08-07T00:54:34.217586+09:00,HEIUSDT,35.1,0.0,0.12652,0.1937,25.0,-53.1,-26.55,True,스탑+40%[선물],64213.99,64718.01,1.44,53.1
2026-08-08T16:58:33.699436+09:00,2026-08-08T23:26:02.580822+09:00,TUTUSDT,31.9,0.0,0.04922,0.06978,25.0,-41.77,-20.89,True,서버측스탑+40%(다운중자동실행)[선물],64959.99,65115.93,-0.24,41.77
2026-08-09T06:47:53.416204+09:00,2026-08-09T10:29:43.738270+09:00,TUTUSDT,30.7,0.0,0.08824,0.12427,25.0,-40.83,-20.42,True,서버측스탑+40%(다운중자동실행)[선물],65038.01,64863.03,-3.62,40.83
2026-08-07T22:22:16.820281+09:00,2026-08-09T11:23:34.751068+09:00,TSTUSDT,33.5,0.0,0.01415,0.01982,25.0,-40.07,-20.04,True,서버측스탑+40%(다운중자동실행)[선물],65268.9,64840.69,14.06,40.07
2026-08-08T23:34:11.073251+09:00,2026-08-10T08:39:18.677959+09:00,1000CATUSDT,38.6,0.0,0.002115,0.002,25.0,5.44,2.72,True,트레일링(최고16%→5%)[선물],65170.39,64887.76,15.84,13.95
2026-08-09T12:10:23.490445+09:00,2026-08-10T08:39:19.991675+09:00,TSTUSDT,32.7,0.0,0.02037,0.02187,25.0,-7.36,-3.68,True,트레일링(최고25%→-7%)[선물],64813.2,64887.76,25.14,18.16
2026-08-10T08:44:25.095468+09:00,2026-08-10T17:06:33.300601+09:00,TSTUSDT,37.3,0.0,0.02204,0.02006,25.0,8.98,4.49,True,트레일링(최고20%→9%)[선물],64887.76,65280.01,19.51,4.31
2026-08-09T00:35:25.411863+09:00,2026-08-11T00:35:51.412407+09:00,ACEUSDT,30.6,0.0,0.13483,0.1181,25.0,12.41,6.2,True,48h만기[선물],65077.73,64347.44,16.86,20.08
2026-08-10T21:10:21.306547+09:00,2026-08-11T03:53:54.797374+09:00,TSTUSDT,30.3,0.0,0.02434,0.02343,25.0,3.74,1.87,True,트레일링(최고15%→4%)[선물],65189.29,63900.03,15.12,1.44
2026-08-09T05:46:15.959538+09:00,2026-08-11T05:46:52.432648+09:00,COOKIEUSDT,30.2,0.0,0.012442,0.0117,25.0,5.96,2.98,True,48h만기[선물],65071.04,64160.0,9.18,34.22
2026-08-09T12:25:38.685475+09:00,2026-08-11T12:25:39.234412+09:00,IOTXUSDT,37.3,0.0,0.00345,0.00256,25.0,25.8,12.9,True,48h만기[선물],64779.99,64151.35,26.67,8.7
2026-08-10T13:31:13.822287+09:00,2026-08-12T04:28:20.280970+09:00,BMTUSDT,30.1,0.0,0.04151,0.02354,25.0,43.29,21.65,True,트레일링(최고54%→43%)[선물],65020.51,63364.01,53.82,2.0
2026-08-12T15:20:52.075208+09:00,2026-08-12T20:39:32.064597+09:00,PROMUSDT,35.0,0.0,2.483,3.505,30.0,-41.16,-24.7,True,스탑+40%[선물],63693.64,64198.0,0.52,41.16
2026-08-13T03:09:23.134459+09:00,2026-08-13T20:32:42.974716+09:00,COTIUSDT,39.9,0.0,0.012906,0.01193,30.0,7.56,4.54,True,트레일링(최고18%→8%)[선물],63479.32,63422.36,17.95,13.28
2026-08-11T20:37:54.615306+09:00,2026-08-13T20:38:13.641835+09:00,MITOUSDT,35.5,0.0,0.03265,0.02486,25.0,23.86,11.93,True,48h만기[선물],64344.0,63449.06,28.02,3.89
2026-08-12T17:20:31.093157+09:00,2026-08-13T23:49:45.178756+09:00,STORJUSDT,32.1,0.0,0.0543,0.0451,30.0,16.94,10.17,True,트레일링(최고27%→17%)[선물],63821.0,63916.82,27.07,2.58
2026-08-12T20:31:12.651409+09:00,2026-08-14T20:27:26.976277+09:00,RAREUSDT,32.8,0.0,0.01634,0.01147,30.0,29.8,17.88,True,48h만기[선물],64168.49,62907.37,29.8,3.37
2026-08-14T22:30:37.851913+09:00,2026-08-15T07:10:29.996021+09:00,HEIUSDT,31.3,0.0,0.1606,0.1499,30.0,6.66,4.0,True,트레일링(최고18%→7%)[선물],62810.0,62900.45,17.62,6.72
2026-08-15T02:34:23.361606+09:00,2026-08-15T13:10:47.750028+09:00,ACEUSDT,32.8,0.0,0.28305,0.2186,30.0,22.77,13.66,True,트레일링(최고33%→23%)[선물],63202.01,63070.62,33.26,32.56
2026-08-15T17:56:26.163473+09:00,2026-08-15T23:31:41.414356+09:00,HEMIUSDT,30.1,0.0,0.00629,0.0058,30.0,7.79,4.67,True,트레일링(최고18%→8%)[선물],62961.0,63034.81,17.81,0.48
2026-08-15T02:59:28.675687+09:00,2026-08-16T10:38:43.058248+09:00,DOLOUSDT,39.9,0.0,0.03005,0.02333,30.0,22.36,13.42,True,트레일링(최고32%→22%)[선물],63014.53,63059.25,32.48,6.49,,
2026-08-16T00:44:41.937914+09:00,2026-08-16T14:18:06.625829+09:00,COWUSDT,39.7,0.0,0.1478,0.1364,30.0,7.71,4.63,True,트레일링(최고18%→8%)[선물],63118.66,63085.14,18.2,5.95,,
2026-08-15T16:48:33.629878+09:00,2026-08-16T15:11:35.979035+09:00,ACEUSDT,30.1,0.0,0.27566,0.1603,30.0,41.85,25.11,True,트레일링(최고52%→42%)[선물],63078.0,63078.4,52.19,10.21,,
2026-08-15T13:20:13.283546+09:00,2026-08-16T23:02:39.749955+09:00,ROBOUSDT,30.4,0.0,0.02042,0.01523,30.0,25.42,15.25,True,트레일링(최고36%→25%)[선물],63125.84,63060.01,35.5,4.8,,
2026-08-16T16:35:21.568812+09:00,2026-08-17T12:21:43.173170+09:00,HEMIUSDT,30.3,0.0,0.008738,0.00663,30.0,24.12,14.47,True,트레일링(최고34%→24%)[선물],63061.02,63359.25,34.42,2.31,327,33697747
2026-08-17T12:42:44.320149+09:00,2026-08-17T17:55:54.272136+09:00,ACEUSDT,30.0,0.0,0.17559,0.1644,30.0,6.37,3.82,True,트레일링(최고17%→6%)[선물],63356.0,63376.33,16.74,1.14,971,15135475
2026-08-15T23:21:16.889058+09:00,2026-08-17T23:21:21.797492+09:00,WALUSDT,30.9,0.0,0.02673,0.0211,30.0,21.06,12.64,True,48h만기[선물],63027.18,63669.99,21.44,7.0,,
2026-08-17T13:42:55.299200+09:00,2026-08-18T00:17:39.970837+09:00,TUTUSDT,30.9,0.0,0.04295,0.03914,30.0,8.87,5.32,True,트레일링(최고19%→9%)[선물],63508.18,63869.97,19.09,8.34,509,11331615
2026-08-18T01:44:23.508467+09:00,2026-08-18T09:59:06.608499+09:00,TUTUSDT,38.5,0.0,0.05259,0.04896,30.0,6.9,4.14,True,트레일링(최고17%→7%)[선물],64106.95,64377.68,17.19,13.73,509,35165887
2026-08-17T12:38:13.831064+09:00,2026-08-18T19:54:36.710264+09:00,GPSUSDT,31.5,0.0,0.012957,0.01814,30.0,-40.0,-24.0,True,서버측스탑+40%(다운중자동실행)[선물],63382.0,64210.01,-0.49,40.0,532,3185420
2026-08-16T21:31:17.146871+09:00,2026-08-18T21:31:44.381885+09:00,PORTALUSDT,31.4,0.0,0.01444,0.01414,30.0,2.08,1.25,True,48h만기[선물],63008.03,64276.76,9.42,37.47,900,6756506
2026-08-18T17:15:44.588358+09:00,2026-08-20T17:16:26.810097+09:00,ACEUSDT,30.3,0.0,0.19793,0.1871,30.0,5.47,3.28,True,48h만기[선물],64173.02,71051.57,8.6,26.71,971,43510916
2026-08-19T01:41:02.341822+09:00,2026-08-21T01:41:59.353322+09:00,ALPINEUSDT,35.0,0.0,0.4158,0.331,30.0,20.39,12.24,True,48h만기[선물],64807.99,72521.99,22.32,3.42,1000,3019576
2026-08-19T20:47:52.310728+09:00,2026-08-21T20:47:52.663602+09:00,HEMIUSDT,30.4,0.0,0.009089,0.01128,30.0,-24.11,-14.46,True,48h만기[선물],64488.1,76726.34,10.11,26.64,327,15638144
2026-08-23T03:00:17.571567+09:00,2026-08-23T05:40:36.453325+09:00,TUTUSDT,30.9,0.0,0.052539999999999996,0.07413,50.0,-41.09,-41.09,True,스탑+40%[마진],77278.01,77380.88,3.94,41.09,509,24240400
2026-08-22T22:51:33.190058+09:00,2026-08-24T22:51:48.548676+09:00,SCUSDT,30.3,0.0,0.0007366934930369517,0.000653,50.0,11.36,11.36,True,48h만기[마진],77282.0,78387.44,14.62,11.17,1000,3385702
2026-08-24T16:47:09.408905+09:00,2026-08-25T00:32:59+09:00,TUTUSDT,30.1,0.0,0.0805615,0.04615,30.0,42.71,26.05,True,수동청산[선물],77381.85,79526.1,43.45,2.24,516,69107524
