entry_time,exit_time,symbol,range_pos,whale_size,whale_ratio,entry_price,exit_price,peak_price,pnl_pct,hold_min,reason
2026-07-16T13:14:22.666648+09:00,2026-07-17T13:14:43.206089+09:00,ICNT,0.24,7603222,34.2,230,235,243,+2.17,1440,타임아웃24h
2026-07-16T13:19:22.369921+09:00,2026-07-17T13:19:41.334053+09:00,ID,0.03,7582614,32.0,50.3,52,52.41,+3.38,1440,타임아웃24h
2026-07-17T05:43:39.905455+09:00,2026-07-17T13:20:24.647507+09:00,GNO,0.27,4032033,60.5,170700,165000,172500,-3.34,457,손절-3.0%
2026-07-17T11:38:09.228836+09:00,2026-07-17T13:20:25.277313+09:00,HOME,0.18,3860817,38.7,14.35,13.84,14.77,-3.55,102,손절-3.0%
2026-07-17T03:44:03.819291+09:00,2026-07-17T13:27:09.362333+09:00,BONK,0.25,8126984,38.7,0.005,0.0048,0.0052,-4.00,583,손절-3.0%
2026-07-17T13:44:12.602584+09:00,2026-07-17T13:47:48.104057+09:00,NEX,0.00,6000000,106.0,0.0026,0.0025,0.0026,-3.85,4,손절-3.0%
2026-07-17T09:48:41.311515+09:00,2026-07-17T13:55:17.994271+09:00,AVL,0.04,3674219,47.2,33.53,33.86,35.57,+0.98,247,트레일(고점+6.1%)
2026-07-16T14:05:01.309810+09:00,2026-07-17T14:05:14.931466+09:00,BEL,0.20,3547106,35.5,161,160,165,-0.62,1440,타임아웃24h
2026-07-17T12:05:27.138798+09:00,2026-07-17T14:07:24.397502+09:00,GWEI,0.25,5682106,12.2,51.66,50.11,52.82,-3.00,122,손절-3.0%
2026-07-17T13:15:04.344847+09:00,2026-07-17T14:13:50.603380+09:00,ICNT,0.24,7603222,34.2,235,226,235,-3.83,59,손절-3.0%
2026-07-17T14:07:01.775633+09:00,2026-07-17T14:24:33.004755+09:00,HOME,0.15,3000000,41.7,13.83,13.35,13.89,-3.47,18,손절-3.0%
2026-07-16T14:24:50.685758+09:00,2026-07-17T14:24:53.131062+09:00,SC,0.11,3958077,16.9,0.8904,0.8921,0.9067,+0.19,1440,타임아웃24h
2026-07-17T14:29:52.954550+09:00,2026-07-17T14:38:48.802022+09:00,H,0.00,7949215,105.0,55.66,53.7,55.66,-3.52,9,손절-3.0%
2026-07-16T14:50:02.996786+09:00,2026-07-17T14:46:37.796175+09:00,HFT,0.04,3858441,92.5,13.02,12.6,13.03,-3.23,1437,손절-3.0%
2026-07-17T13:20:02.980235+09:00,2026-07-17T15:31:09.756326+09:00,ID,0.03,7582614,32.0,52,50.28,52.25,-3.31,131,손절-3.0%
2026-07-17T15:44:20.328759+09:00,2026-07-17T15:51:08.248270+09:00,NEX,0.00,6000000,106.0,0.0026,0.0025,0.0026,-3.85,7,손절-3.0%
2026-07-17T04:07:57.239235+09:00,2026-07-17T15:54:40.797699+09:00,BASED,0.17,7457392,21.3,132,128,137,-3.03,707,손절-3.0%
2026-07-17T13:28:34.477675+09:00,2026-07-17T15:55:24.496737+09:00,BILL,0.14,7358009,147.2,36.33,35.17,37.28,-3.19,147,손절-3.0%
2026-07-17T15:29:21.739140+09:00,2026-07-17T16:01:27.488804+09:00,CUDIS,0.24,4493565,21.5,6.562,6.326,6.82,-3.60,32,손절-3.0%
2026-07-17T11:52:39.421581+09:00,2026-07-17T16:11:24.783435+09:00,RE,0.04,3700016,15.4,697,676,699,-3.01,259,손절-3.0%
2026-07-17T16:11:45.315745+09:00,2026-07-17T16:12:50.689732+09:00,ES,0.10,7903329,66.3,80.87,74,80.96,-8.50,1,손절-3.0%
2026-07-17T09:52:12.867763+09:00,2026-07-17T16:18:53.452650+09:00,AI,0.12,4510464,266.6,34.57,33.51,35.38,-3.07,387,손절-3.0%
2026-07-17T16:14:14.984892+09:00,2026-07-17T16:19:15.466698+09:00,STAT,0.21,13674774,350.5,34.76,36.23,38.48,+4.23,5,트레일(고점+10.7%)
2026-07-16T16:19:49.711811+09:00,2026-07-17T16:19:56.833296+09:00,PYTH,0.09,3560410,35.3,73.52,72.57,76.2,-1.29,1440,타임아웃24h
2026-07-17T10:42:27.797954+09:00,2026-07-17T16:38:07.346439+09:00,SAHARA,0.11,5577282,46.1,13.92,13.5,13.94,-3.02,356,손절-3.0%
2026-07-17T15:55:44.834355+09:00,2026-07-17T16:41:19.968778+09:00,BILL,0.14,7358009,147.2,35.11,34,35.29,-3.16,46,손절-3.0%
2026-07-17T12:26:42.158074+09:00,2026-07-17T16:47:22.614683+09:00,SLX,0.25,5080743,12.0,173,167,176,-3.47,261,손절-3.0%
2026-07-17T08:47:24.787820+09:00,2026-07-17T16:57:20.890256+09:00,UP,0.22,5554539,217.8,87.26,84.3,89.57,-3.39,490,손절-3.0%
2026-07-17T11:23:20.130394+09:00,2026-07-17T17:01:59.427305+09:00,EDGE,0.00,3545548,150.7,96.39,103,108,+6.86,339,트레일(고점+12.0%)
2026-07-17T17:02:20.077884+09:00,2026-07-17T17:07:21.402501+09:00,EDGE,0.00,3545548,150.7,104,100,106,-3.85,5,손절-3.0%
2026-07-16T17:11:12.597554+09:00,2026-07-17T17:11:16.190259+09:00,SOMI,0.17,3537505,12.6,147,144,150,-2.04,1440,타임아웃24h
2026-07-16T17:16:36.835830+09:00,2026-07-17T17:16:39.619641+09:00,CHIP,0.13,3928062,44.4,44.06,43.58,45.62,-1.09,1440,타임아웃24h
2026-07-16T18:10:08.444568+09:00,2026-07-17T17:19:31.762938+09:00,MEGA,0.13,10416656,26.7,67.86,65.8,69.12,-3.04,1389,손절-3.0%
2026-07-17T12:08:39.891558+09:00,2026-07-17T17:32:49.717799+09:00,PYR,0.25,4694405,11.3,175,169,181,-3.43,324,손절-3.0%
2026-07-17T08:20:58.402888+09:00,2026-07-17T17:36:24.679343+09:00,NEAR,0.23,17653612,77.7,2894,2802,2954,-3.18,555,손절-3.0%
2026-07-16T20:49:55.715751+09:00,2026-07-17T17:47:32.850751+09:00,OPG,0.15,6522208,31.1,164,159,168,-3.05,1258,손절-3.0%
2026-07-17T05:44:01.435851+09:00,2026-07-17T17:51:52.506605+09:00,ARX,0.12,4133442,57.5,234,247,259,+5.56,728,트레일(고점+10.7%)
2026-07-17T08:05:54.914177+09:00,2026-07-17T18:04:04.894795+09:00,MANTRA,0.00,5207447,66.1,10.07,9.749,10.25,-3.19,598,손절-3.0%
2026-07-17T14:05:36.313163+09:00,2026-07-17T18:33:10.197243+09:00,BEL,0.20,3547106,35.5,160,155,160,-3.12,268,손절-3.0%
2026-07-16T18:42:52.432218+09:00,2026-07-17T18:43:14.138234+09:00,KAIA,0.28,3355490,33.6,49.5,49.17,50.95,-0.67,1440,타임아웃24h
2026-07-17T17:52:57.177197+09:00,2026-07-17T19:06:22.156420+09:00,ZTX,0.21,5721250,84.3,0.2674,0.2585,0.2717,-3.33,73,손절-3.0%
2026-07-17T12:27:03.358426+09:00,2026-07-17T19:06:43.085334+09:00,DEXE,0.09,4454602,24.8,49600,50300,52900,+1.41,400,트레일(고점+6.7%)
2026-07-17T12:37:17.383067+09:00,2026-07-17T19:19:21.837921+09:00,B3,0.04,5460970,90.6,0.8664,0.8372,0.8972,-3.37,402,손절-3.0%
2026-07-17T14:07:23.255272+09:00,2026-07-17T19:26:31.088633+09:00,SPURS,0.26,3341029,14.3,225,218,235,-3.11,319,손절-3.0%
2026-07-17T10:58:19.594200+09:00,2026-07-17T19:55:31.203697+09:00,SKL,0.03,3294740,43.9,6.14,5.95,6.286,-3.09,537,손절-3.0%
2026-07-17T16:29:55.758261+09:00,2026-07-17T19:56:14.681253+09:00,H,0.00,7949215,105.0,49.38,45.66,51.28,-7.53,206,손절-3.0%
2026-07-17T15:02:59.831974+09:00,2026-07-17T20:14:10.440110+09:00,AVL,0.28,6536273,201.9,32.4,32.7,34.36,+0.93,311,트레일(고점+6.0%)
2026-07-17T16:11:45.298381+09:00,2026-07-17T20:30:58.192316+09:00,RE,0.04,3700016,15.4,676,652,681,-3.55,259,손절-3.0%
2026-07-17T17:54:23.734665+09:00,2026-07-17T20:34:54.162324+09:00,FITFI,0.04,3608405,11.1,0.3852,0.3878,0.4079,+0.67,161,트레일(고점+5.9%)
2026-07-17T07:50:51.065885+09:00,2026-07-17T20:42:44.356432+09:00,AGLD,0.00,7840024,57.1,236,237,250,+0.42,772,트레일(고점+5.9%)
2026-07-17T11:11:42.870618+09:00,2026-07-17T21:09:15.189014+09:00,CAP,0.07,3603801,36.0,26.03,27.29,28.64,+4.84,598,트레일(고점+10.0%)
2026-07-17T18:07:39.718538+09:00,2026-07-17T21:14:16.756188+09:00,MANTRA,0.19,10861938,82.7,9.837,9.54,9.882,-3.02,187,손절-3.0%
2026-07-17T17:55:49.684016+09:00,2026-07-17T21:29:18.620074+09:00,BILL,0.14,7358009,147.2,34.68,39.87,41.67,+14.97,213,트레일(고점+20.2%)
2026-07-17T21:29:38.870124+09:00,2026-07-17T21:31:27.471208+09:00,BILL,0.14,7358009,147.2,39.85,37.98,39.85,-4.69,2,손절-3.0%
2026-07-17T20:44:30.993070+09:00,2026-07-17T21:52:29.621491+09:00,FITFI,0.29,3160000,44.5,0.392,0.411,0.4323,+4.85,68,트레일(고점+10.3%)
2026-07-16T22:00:07.523061+09:00,2026-07-17T22:00:18.265956+09:00,SHIB,0.00,4987531,16.6,0.006,0.0061,0.0062,+1.67,1440,타임아웃24h
2026-07-17T15:31:30.092605+09:00,2026-07-17T22:07:05.894316+09:00,ID,0.03,7582614,32.0,50.28,48.71,50.49,-3.12,396,손절-3.0%
2026-07-17T06:12:02.662139+09:00,2026-07-17T22:07:48.154233+09:00,GRASS,0.03,10938253,24.6,542,525,548,-3.14,956,손절-3.0%
2026-07-17T22:12:26.087320+09:00,2026-07-17T22:18:10.788286+09:00,STAT,0.23,3205236,646.9,36.89,35.69,36.89,-3.25,6,손절-3.0%
2026-07-17T19:02:22.903448+09:00,2026-07-17T22:18:53.461730+09:00,EDGE,0.00,3545548,150.7,98.78,95.17,99.53,-3.65,197,손절-3.0%
2026-07-17T18:33:30.900090+09:00,2026-07-17T22:25:21.299427+09:00,BEL,0.20,3547106,35.5,156,151,157,-3.21,232,손절-3.0%
2026-07-16T22:35:11.863069+09:00,2026-07-17T22:35:20.240171+09:00,BTC,0.01,3995723,21.3,9.4404e+07,9.2848e+07,9.5239e+07,-1.65,1440,타임아웃24h
2026-07-17T07:28:39.433796+09:00,2026-07-17T22:35:20.472347+09:00,JTO,0.27,6250940,20.4,826,800,835,-3.15,907,손절-3.0%
2026-07-17T16:50:55.292728+09:00,2026-07-17T22:36:04.026659+09:00,AERO,0.14,9519210,71.4,736,712,737,-3.26,345,손절-3.0%
2026-07-17T11:05:43.244619+09:00,2026-07-17T22:36:46.264724+09:00,YFI,0.11,4320173,118.7,3.123e+06,3.015e+06,3.15e+06,-3.46,691,손절-3.0%
2026-07-17T14:07:44.855704+09:00,2026-07-17T22:37:29.458580+09:00,GWEI,0.25,5682106,12.2,50,48.34,51.78,-3.32,510,손절-3.0%
2026-07-17T17:19:53.347118+09:00,2026-07-17T22:39:16.825421+09:00,MEGA,0.13,10416656,26.7,65.86,63.8,66.21,-3.13,319,손절-3.0%
2026-07-17T11:02:54.106212+09:00,2026-07-17T22:45:21.296161+09:00,WLD,0.23,7460504,17.5,568,550,569,-3.17,702,손절-3.0%
2026-07-16T23:36:01.715796+09:00,2026-07-17T23:36:02.782998+09:00,TRX,0.00,3548550,50.1,476,478,479,+0.42,1440,타임아웃24h
2026-07-17T23:29:59.093508+09:00,2026-07-17T23:45:41.398949+09:00,BILL,0.14,7358009,147.2,37.09,35.87,37.21,-3.29,16,손절-3.0%
2026-07-17T20:41:18.570698+09:00,2026-07-18T00:02:03.226125+09:00,XEC,0.20,3165992,31.7,0.0115,0.0119,0.0125,+3.48,201,트레일(고점+8.7%)
2026-07-17T23:03:16.116095+09:00,2026-07-18T00:04:54.114162+09:00,ES,0.10,4446151,169.9,73.93,80.05,84.75,+8.28,62,트레일(고점+14.6%)
2026-07-17T13:50:16.332885+09:00,2026-07-18T00:05:14.767054+09:00,EPT,0.09,4858326,48.6,0.6462,0.6523,0.6852,+0.94,615,트레일(고점+6.0%)
2026-07-17T08:20:58.423463+09:00,2026-07-18T00:06:39.362186+09:00,PENGU,0.10,6569896,23.1,8.908,8.639,9.285,-3.02,946,손절-3.0%
2026-07-17T13:05:53.807389+09:00,2026-07-18T00:07:22.356753+09:00,VERONA,0.14,3251049,11.8,173,182,192,+5.20,661,트레일(고점+11.0%)
2026-07-17T09:25:03.002218+09:00,2026-07-18T00:11:59.460941+09:00,BCH,0.09,5158210,35.7,328500,317700,330500,-3.29,887,손절-3.0%
2026-07-17T12:18:12.993770+09:00,2026-07-18T00:12:42.382287+09:00,MPLX,0.14,5995466,64.5,39.15,39.75,41.81,+1.53,714,트레일(고점+6.8%)
2026-07-18T00:13:03.280232+09:00,2026-07-18T00:13:25.779151+09:00,MPLX,0.14,5995466,64.5,39.35,38,39.35,-3.43,0,손절-3.0%
2026-07-18T00:07:43.321923+09:00,2026-07-18T00:21:58.250596+09:00,VERONA,0.14,3251049,11.8,180,179,189,-0.56,14,트레일(고점+5.0%)
2026-07-17T15:36:51.131188+09:00,2026-07-18T00:30:29.450338+09:00,BOB,0.04,3598096,23.5,5.915,6,6.296,+1.44,534,트레일(고점+6.4%)
2026-07-17T12:00:50.811686+09:00,2026-07-18T00:31:54.519703+09:00,KAITO,0.11,4440610,8.1,1234,1319,1381,+6.89,751,트레일(고점+11.9%)
2026-07-17T20:12:43.961107+09:00,2026-07-18T00:36:31.954006+09:00,ZTX,0.21,3674109,45.0,0.2554,0.2548,0.274,-0.23,264,트레일(고점+7.3%)
2026-07-17T19:26:51.790361+09:00,2026-07-18T00:40:25.878761+09:00,SPURS,0.26,3341029,14.3,218,222,233,+1.83,314,트레일(고점+6.9%)
2026-07-18T00:40:46.268607+09:00,2026-07-18T00:51:25.405449+09:00,SPURS,0.26,3341029,14.3,226,219,228,-3.10,11,손절-3.0%
2026-07-17T17:36:02.711228+09:00,2026-07-18T01:03:27.534247+09:00,T,0.00,8003958,96.6,6.06,6.267,6.587,+3.42,447,트레일(고점+8.7%)
2026-07-18T00:32:15.460972+09:00,2026-07-18T01:05:14.106290+09:00,KAITO,0.11,4440610,8.1,1315,1275,1323,-3.04,33,손절-3.0%
2026-07-17T13:04:29.106823+09:00,2026-07-18T01:08:24.165644+09:00,FLOCK,0.13,3033018,29.1,50.93,51.42,55.32,+0.96,724,트레일(고점+8.6%)
2026-07-17T10:09:35.101339+09:00,2026-07-18T01:26:43.232195+09:00,XAN,0.20,5368987,103.3,17.32,16.76,18.08,-3.23,917,손절-3.0%
2026-07-17T19:56:35.150932+09:00,2026-07-18T01:30:39.654609+09:00,H,0.00,7949215,105.0,46.86,50.77,53.14,+8.34,334,트레일(고점+13.4%)
2026-07-17T01:41:00.831527+09:00,2026-07-18T01:41:01.920301+09:00,SIGN,0.04,5647407,113.0,12.4,12.64,12.82,+1.94,1440,타임아웃24h
2026-07-18T01:31:00.163550+09:00,2026-07-18T01:46:47.389999+09:00,H,0.00,7949215,105.0,51.98,50.37,52.78,-3.10,16,손절-3.0%
2026-07-17T11:09:57.188678+09:00,2026-07-18T01:50:21.266147+09:00,EDGEX,0.21,4111272,8.5,582,595,625,+2.23,880,트레일(고점+7.4%)
2026-07-17T22:37:50.174076+09:00,2026-07-18T01:50:43.634747+09:00,GWEI,0.25,5682106,12.2,48.1,46.65,49.96,-3.01,193,손절-3.0%
2026-07-18T01:27:04.332883+09:00,2026-07-18T01:56:27.459527+09:00,XAN,0.20,5368987,103.3,16.76,16.15,16.76,-3.64,29,손절-3.0%
2026-07-17T17:52:13.913293+09:00,2026-07-18T01:59:18.867361+09:00,ARX,0.12,4133442,57.5,248,266,279,+7.26,487,트레일(고점+12.5%)
2026-07-18T01:51:03.962448+09:00,2026-07-18T02:00:02.190583+09:00,GWEI,0.25,5682106,12.2,46.64,45.24,46.67,-3.00,9,손절-3.0%
2026-07-17T02:18:58.280013+09:00,2026-07-18T02:18:58.798386+09:00,ETH,0.12,564433043,11288.7,2.748e+06,2.724e+06,2.765e+06,-0.87,1440,타임아웃24h
2026-07-17T02:18:58.295569+09:00,2026-07-18T02:18:58.852899+09:00,BLUR,0.12,4625730,47.3,23.25,23.3,23.66,+0.22,1440,타임아웃24h
2026-07-17T02:22:09.461433+09:00,2026-07-18T02:22:12.706953+09:00,MON,0.19,5625811,123.1,31.64,32.22,32.22,+1.83,1440,타임아웃24h
2026-07-17T16:19:14.233445+09:00,2026-07-18T02:55:57.809762+09:00,AI,0.09,3993154,46.0,33.51,33.92,35.6,+1.22,637,트레일(고점+6.2%)
2026-07-18T02:44:07.422584+09:00,2026-07-18T02:57:46.839430+09:00,D,0.11,5773224,226.4,3.598,3.47,3.609,-3.56,14,손절-3.0%
2026-07-17T02:59:08.217567+09:00,2026-07-18T02:59:11.591677+09:00,RPL,0.05,7819037,193.5,2598,2665,2705,+2.58,1440,타임아웃24h
2026-07-18T02:32:16.440094+09:00,2026-07-18T03:12:09.958628+09:00,KAITO,0.11,4440610,8.1,1284,1245,1284,-3.04,40,손절-3.0%
2026-07-18T01:59:39.517937+09:00,2026-07-18T03:18:15.597712+09:00,ARX,0.12,4133442,57.5,266,258,277,-3.01,79,손절-3.0%
2026-07-18T02:38:00.753327+09:00,2026-07-18T03:20:02.915062+09:00,STAT,0.00,3496621,37.1,33.3,32.3,33.34,-3.00,42,손절-3.0%
2026-07-18T03:31:07.179281+09:00,2026-07-18T04:22:13.371638+09:00,H,0.00,7949215,105.0,51.4,49.84,52.95,-3.04,51,손절-3.0%
2026-07-17T20:49:10.394844+09:00,2026-07-18T04:22:55.658587+09:00,ENSO,0.03,5379742,19.2,1088,1055,1092,-3.03,454,손절-3.0%
2026-07-18T01:35:40.152786+09:00,2026-07-18T05:05:42.304820+09:00,XEC,0.14,3052359,25.5,0.0113,0.0125,0.0131,+10.62,210,트레일(고점+15.9%)
2026-07-17T15:15:06.774620+09:00,2026-07-18T05:19:16.361996+09:00,ICNT,0.24,7603222,34.2,236,228,240,-3.39,844,손절-3.0%
2026-07-18T03:59:51.051948+09:00,2026-07-18T05:23:33.632436+09:00,ARX,0.12,4133442,57.5,250,242,252,-3.20,84,손절-3.0%
2026-07-18T03:51:20.698235+09:00,2026-07-18T05:32:28.718267+09:00,GWEI,0.25,5682106,12.2,44.98,43.5,45.37,-3.29,101,손절-3.0%
2026-07-17T05:44:01.415749+09:00,2026-07-18T05:44:17.547959+09:00,XRP,0.12,17428884,670.4,1614,1605,1616,-0.56,1440,타임아웃24h
2026-07-17T05:44:01.485158+09:00,2026-07-18T05:44:17.572507+09:00,DOGE,0.00,3000000,15.0,107,107,108,+0.00,1440,타임아웃24h
2026-07-17T05:44:01.506867+09:00,2026-07-18T05:44:17.594096+09:00,HBAR,0.00,16038233,21.4,98.79,97.38,99.7,-1.43,1440,타임아웃24h
2026-07-18T01:19:55.047685+09:00,2026-07-18T05:53:21.658327+09:00,HOME,0.14,3107846,59.4,12.08,11.69,12.5,-3.23,273,손절-3.0%
2026-07-18T02:19:20.328114+09:00,2026-07-18T06:01:40.766268+09:00,BLUR,0.12,4625730,47.3,23.3,23.51,24.75,+0.90,222,트레일(고점+6.2%)
2026-07-18T02:07:53.029594+09:00,2026-07-18T06:21:08.967477+09:00,VERONA,0.14,3251049,11.8,179,179,188,+0.00,253,트레일(고점+5.0%)
2026-07-17T06:25:30.028319+09:00,2026-07-18T06:25:48.916389+09:00,SOL,0.21,12725414,127.6,111600,110900,111800,-0.63,1440,타임아웃24h
2026-07-18T05:31:23.133404+09:00,2026-07-18T06:38:48.224688+09:00,H,0.00,7949215,105.0,49.22,50.78,53.3,+3.17,67,트레일(고점+8.3%)
2026-07-17T06:42:30.064358+09:00,2026-07-18T06:42:31.424007+09:00,SUI,0.06,8922025,45.8,1101,1091,1106,-0.91,1440,타임아웃24h
2026-07-17T20:43:05.464619+09:00,2026-07-18T07:04:54.235089+09:00,AGLD,0.00,7840024,57.1,237,229,242,-3.38,622,손절-3.0%
2026-07-17T17:26:42.201021+09:00,2026-07-18T07:05:37.328970+09:00,MMT,0.22,4370000,14.6,259,251,265,-3.09,819,손절-3.0%
2026-07-17T07:25:06.931542+09:00,2026-07-18T07:25:18.383305+09:00,ONDO,0.11,19186648,76.4,535,548,568,+2.43,1440,타임아웃24h
2026-07-17T07:41:54.021403+09:00,2026-07-18T07:42:16.546579+09:00,INJ,0.00,6894277,41.8,7275,7455,7470,+2.47,1440,타임아웃24h
2026-07-18T07:31:26.530988+09:00,2026-07-18T07:49:29.232560+09:00,H,0.00,7949215,105.0,53.88,52.05,54.35,-3.40,18,손절-3.0%
2026-07-18T04:52:06.057179+09:00,2026-07-18T07:59:05.652607+09:00,AERO,0.10,8022695,107.1,707,685,707,-3.11,187,손절-3.0%
2026-07-17T08:23:07.062800+09:00,2026-07-18T08:23:12.013156+09:00,VIRTUAL,0.17,21647845,151.2,921,917,951,-0.43,1440,타임아웃24h
2026-07-17T08:23:28.629062+09:00,2026-07-18T08:23:33.336081+09:00,ADA,0.25,8250000,27.4,236,246,246,+4.24,1440,타임아웃24h
2026-07-17T08:24:54.665234+09:00,2026-07-18T08:24:58.879873+09:00,ALICE,0.12,3120893,18.1,167,168,171,+0.60,1440,타임아웃24h
2026-07-17T08:39:56.278975+09:00,2026-07-18T08:40:01.126918+09:00,MINA,0.23,3533901,68.2,66.21,66.44,67.97,+0.35,1440,타임아웃24h
2026-07-18T07:39:40.337435+09:00,2026-07-18T09:00:19.201540+09:00,HPP,0.29,3546507,33.6,33.04,34.81,36.67,+5.36,81,트레일(고점+11.0%)
2026-07-17T09:02:25.374979+09:00,2026-07-18T09:02:26.025943+09:00,XLM,0.17,24368064,406.1,271,274,278,+1.11,1440,타임아웃24h
2026-07-17T17:44:40.481753+09:00,2026-07-18T09:14:52.855168+09:00,NEX,0.00,6000000,106.0,0.0025,0.0024,0.0026,-4.00,930,손절-3.0%
2026-07-18T00:03:48.884948+09:00,2026-07-18T09:22:00.676457+09:00,B3,0.14,4515551,110.3,0.8405,0.8499,0.8977,+1.12,558,트레일(고점+6.8%)
2026-07-17T12:55:19.024179+09:00,2026-07-18T09:22:21.467928+09:00,VANA,0.03,8036178,166.0,1771,1717,1781,-3.05,1227,손절-3.0%
2026-07-17T13:27:30.420579+09:00,2026-07-18T09:33:20.923532+09:00,BONK,0.25,8126984,38.7,0.0048,0.005,0.0053,+4.17,1206,트레일(고점+10.4%)
2026-07-17T22:19:13.732576+09:00,2026-07-18T09:35:50.396264+09:00,EDGE,0.00,3545548,150.7,97.31,94.36,97.31,-3.03,677,손절-3.0%
2026-07-18T01:50:42.463903+09:00,2026-07-18T09:40:09.722385+09:00,EDGEX,0.21,4111272,8.5,596,661,691,+10.91,469,트레일(고점+15.9%)
2026-07-17T16:47:43.101911+09:00,2026-07-18T09:50:07.920057+09:00,SLX,0.25,5080743,12.0,168,168,177,+0.00,1022,트레일(고점+5.4%)
2026-07-18T09:40:30.404682+09:00,2026-07-18T09:54:45.831201+09:00,EDGEX,0.21,4111272,8.5,664,643,671,-3.16,14,손절-3.0%
2026-07-18T09:33:42.082733+09:00,2026-07-18T09:59:23.946784+09:00,BONK,0.25,8126984,38.7,0.005,0.0055,0.0058,+10.00,26,트레일(고점+16.0%)
2026-07-18T08:24:58.865500+09:00,2026-07-18T10:32:20.269942+09:00,HOME,0.27,4158342,127.6,11.99,11.61,12.09,-3.17,127,손절-3.0%
2026-07-18T09:18:05.080115+09:00,2026-07-18T10:39:29.934215+09:00,ES,0.05,3238777,20.7,62.7,57.99,65.59,-7.51,81,손절-3.0%
2026-07-17T10:49:31.843361+09:00,2026-07-18T10:49:34.682319+09:00,IN,0.12,15387294,98.2,66.77,66.66,68,-0.16,1440,타임아웃24h
2026-07-17T13:20:45.615969+09:00,2026-07-18T10:51:22.992806+09:00,GNO,0.27,4032033,60.5,165000,166000,174300,+0.61,1291,트레일(고점+5.6%)
2026-07-18T01:30:17.280984+09:00,2026-07-18T10:52:28.491260+09:00,BILL,0.14,7358009,147.2,34.92,33.66,36.17,-3.61,562,손절-3.0%
2026-07-17T17:47:54.375846+09:00,2026-07-18T10:53:54.519833+09:00,OPG,0.15,6522208,31.1,159,154,161,-3.14,1026,손절-3.0%
2026-07-18T09:31:34.581001+09:00,2026-07-18T10:58:15.270501+09:00,H,0.00,7949215,105.0,50.35,48.68,50.85,-3.32,87,손절-3.0%
2026-07-18T10:33:02.013633+09:00,2026-07-18T11:06:34.061913+09:00,HPP,0.21,3514532,15.8,31.65,31.4,33.5,-0.79,34,트레일(고점+5.8%)
2026-07-18T10:38:02.620997+09:00,2026-07-18T11:12:19.310377+09:00,FANC,0.18,5525775,198.7,0.8908,0.9119,0.957,+2.37,34,트레일(고점+7.4%)
2026-07-17T11:13:28.480312+09:00,2026-07-18T11:13:44.297386+09:00,PEPE,0.00,23999999,23.1,0.004,0.0041,0.0041,+2.50,1440,타임아웃24h
2026-07-17T11:15:56.488833+09:00,2026-07-18T11:16:15.481173+09:00,LIT,0.30,9708250,88.8,3190,3354,3379,+5.14,1440,타임아웃24h
2026-07-17T11:21:55.823181+09:00,2026-07-18T11:22:00.899913+09:00,ARPA,0.05,4237843,54.8,12.48,12.33,12.51,-1.20,1440,타임아웃24h
2026-07-17T11:30:02.075311+09:00,2026-07-18T11:30:15.442004+09:00,ALLO,0.25,6108865,24.0,581,573,600,-1.38,1440,타임아웃24h
2026-07-18T09:46:33.510779+09:00,2026-07-18T11:38:10.233212+09:00,XEC,0.12,3304501,23.2,0.0116,0.0112,0.0116,-3.45,112,손절-3.0%
2026-07-18T10:50:17.718278+09:00,2026-07-18T11:39:36.339698+09:00,EGG,0.23,3207403,36.3,0.7994,0.7682,0.8367,-3.90,49,손절-3.0%
2026-07-18T11:33:50.422683+09:00,2026-07-18T11:40:40.985509+09:00,BONK,0.25,8126984,38.7,0.0054,0.0055,0.0058,+1.85,7,트레일(고점+7.4%)
2026-07-17T11:43:48.770445+09:00,2026-07-18T11:43:53.305282+09:00,BOUNTY,0.10,3863771,386.4,20.99,21.3,21.47,+1.48,1440,타임아웃24h
2026-07-17T11:49:07.170343+09:00,2026-07-18T11:49:16.057440+09:00,ENA,0.00,9725052,41.8,118,123,123,+4.24,1440,타임아웃24h
2026-07-18T10:52:49.413824+09:00,2026-07-18T12:08:18.357031+09:00,BILL,0.14,7358009,147.2,33.63,32.24,33.91,-4.13,75,손절-3.0%
2026-07-18T02:59:33.158168+09:00,2026-07-18T12:37:41.979234+09:00,RPL,0.05,7819037,193.5,2665,2582,2669,-3.11,578,손절-3.0%
2026-07-18T05:39:36.322559+09:00,2026-07-18T12:44:44.272473+09:00,TAIKO,0.17,5796552,13.6,165,167,176,+1.21,425,트레일(고점+6.7%)
2026-07-18T11:30:36.867674+09:00,2026-07-18T13:04:40.212466+09:00,ALLO,0.25,6108865,24.0,574,556,574,-3.14,94,손절-3.0%
2026-07-18T12:58:43.917935+09:00,2026-07-18T13:06:49.356899+09:00,HOME,0.26,3036988,35.9,11.44,11.07,11.49,-3.23,8,손절-3.0%
2026-07-17T20:31:18.704667+09:00,2026-07-18T13:09:19.138963+09:00,RE,0.04,3700016,15.4,652,632,673,-3.07,998,손절-3.0%
2026-07-18T09:50:28.959530+09:00,2026-07-18T13:34:26.646243+09:00,SLX,0.25,5080743,12.0,168,162,168,-3.57,224,손절-3.0%
2026-07-18T06:02:01.206840+09:00,2026-07-18T13:37:19.807118+09:00,BLUR,0.12,4625730,47.3,23.51,22.79,23.57,-3.06,455,손절-3.0%
