entry_date,exit_date,symbol,coin,entry_price,exit_price,mom_pct_at_entry,notional_usdt,pnl_pct,pnl_usdt,reason,hold_days,mfe_pct,mae_pct
2024-08-11,2024-08-12,TUSDT,T,36.21,34.41,9.07,30.0,-4.971,-1.4913,랭크아웃(Top3이탈),1,0.0,-4.97
2024-08-09,2024-08-13,SUIUSDT,SUI,1204.0,1310.0,0.75,30.0,8.804,2.6412,트레일(최고27%->9%),4,27.41,-0.0
2024-08-12,2024-08-13,ELFUSDT,ELF,590.0,559.0,6.5,30.0,-5.2542,-1.5763,랭크아웃(Top3이탈),1,0.0,-5.25
2024-08-13,2024-08-15,CRTSUSDT,CRTS,0.5897,0.5256,6.42,30.0,-10.8699,-3.261,랭크아웃(Top3이탈),2,0.0,-10.87
2024-08-04,2024-08-16,ORBSUSDT,ORBS,35.81,34.69,14.81,30.0,-3.1276,-0.9383,랭크아웃(Top3이탈),12,14.72,-14.52
2024-08-15,2024-08-16,TUSDT,T,33.14,30.39,3.37,30.0,-8.2981,-2.4894,랭크아웃(Top3이탈),1,0.0,-8.3
2024-08-16,2024-08-17,WAVESUSDT,WAVES,1524.0,1522.0,-1.3,30.0,-0.1312,-0.0394,랭크아웃(Top3이탈),1,0.0,-0.13
2024-08-16,2024-08-18,TRXUSDT,TRX,184.0,187.0,-4.17,30.0,1.6304,0.4891,랭크아웃(Top3이탈),2,2.72,-0.0
2024-08-17,2024-08-18,ORBSUSDT,ORBS,34.74,35.06,-1.14,30.0,0.9211,0.2763,랭크아웃(Top3이탈),1,0.92,-0.0
2024-08-18,2024-08-19,DUSDT,D,282.0,243.0,14.63,30.0,-13.8298,-4.1489,랭크아웃(Top3이탈),1,0.0,-13.83
2024-08-19,2024-08-20,REIUSDT,REI,80.46,71.83,12.05,30.0,-10.7258,-3.2177,랭크아웃(Top3이탈),1,0.0,-10.73
2024-08-20,2024-08-22,TRXUSDT,TRX,206.0,212.0,12.57,30.0,2.9126,0.8738,랭크아웃(Top3이탈),2,5.83,-0.0
2024-08-18,2024-08-23,KAIAUSDT,KAIA,204.0,223.0,2.0,30.0,9.3137,2.7941,랭크아웃(Top3이탈),5,13.24,-0.0
2024-08-23,2024-08-24,TRXUSDT,TRX,214.0,213.0,20.9,30.0,-0.4673,-0.1402,랭크아웃(Top3이탈),1,0.0,-0.47
2024-08-22,2024-08-26,CRTSUSDT,CRTS,0.5832,0.7206,22.68,30.0,23.5597,7.0679,트레일(최고48%->24%),4,48.17,-0.0
2024-08-24,2024-08-26,SUSDT,S,687.0,663.0,37.13,30.0,-3.4934,-1.048,랭크아웃(Top3이탈),2,0.0,-3.49
2024-08-13,2024-08-27,SUIUSDT,SUI,1310.0,1197.0,13.81,30.0,-8.626,-2.5878,랭크아웃(Top3이탈),14,3.21,-13.13
2024-08-27,2024-08-28,SUSDT,S,673.0,594.0,53.65,30.0,-11.7385,-3.5215,랭크아웃(Top3이탈),1,0.0,-11.74
2024-08-28,2024-08-29,KAIAUSDT,KAIA,231.0,230.0,31.25,30.0,-0.4329,-0.1299,랭크아웃(Top3이탈),1,0.0,-0.43
2024-08-26,2024-08-30,FETUSDT,FET,1859.0,1463.0,51.51,30.0,-21.3018,-6.3905,스탑-20%,4,0.0,-21.3
2024-08-30,2024-08-31,TAVAUSDT,TAVA,38.83,37.33,24.65,30.0,-3.863,-1.1589,랭크아웃(Top3이탈),1,0.0,-3.86
2024-08-29,2024-09-01,REIUSDT,REI,78.82,72.68,35.24,30.0,-7.7899,-2.337,랭크아웃(Top3이탈),3,0.0,-9.01
2024-08-26,2024-09-02,CRTSUSDT,CRTS,0.7206,0.615,75.24,30.0,-14.6545,-4.3963,랭크아웃(Top3이탈),7,0.0,-15.56
2024-09-01,2024-09-02,TRXUSDT,TRX,213.0,213.0,20.34,30.0,0.0,0.0,랭크아웃(Top3이탈),1,0.0,-0.0
2024-09-02,2024-09-04,REIUSDT,REI,74.1,68.27,25.32,30.0,-7.8677,-2.3603,랭크아웃(Top3이탈),2,0.0,-7.87
2024-09-02,2024-09-07,BELUSDT,BEL,682.0,640.0,19.86,30.0,-6.1584,-1.8475,랭크아웃(Top3이탈),5,0.0,-6.16
2024-09-07,2024-09-10,STRKUSDT,STRK,604.0,534.0,18.43,30.0,-11.5894,-3.4768,랭크아웃(Top3이탈),3,0.0,-11.59
2024-09-10,2024-09-11,SUSDT,S,658.0,653.0,19.2,30.0,-0.7599,-0.228,랭크아웃(Top3이탈),1,0.0,-0.76
2024-09-04,2024-09-12,CRTSUSDT,CRTS,0.6534,0.6431,24.32,30.0,-1.5764,-0.4729,랭크아웃(Top3이탈),8,4.93,-5.42
2024-09-12,2024-09-14,SUIUSDT,SUI,1389.0,1370.0,12.84,30.0,-1.3679,-0.4104,랭크아웃(Top3이탈),2,0.0,-2.23
2024-08-31,2024-09-15,FETUSDT,FET,1595.0,1871.0,30.84,30.0,17.3041,5.1912,랭크아웃(Top3이탈),15,17.49,-9.91
2024-09-11,2024-09-16,BELUSDT,BEL,694.0,686.0,5.63,30.0,-1.1527,-0.3458,랭크아웃(Top3이탈),5,13.83,-1.15
2024-09-16,2024-09-17,UNIUSDT,UNI,8630.0,9210.0,6.61,30.0,6.7207,2.0162,랭크아웃(Top3이탈),1,6.72,-0.0
2024-09-14,2024-09-19,COTIUSDT,COTI,150.0,148.0,14.5,30.0,-1.3333,-0.4,랭크아웃(Top3이탈),5,0.0,-8.0
2024-09-19,2024-09-20,FETUSDT,FET,2029.0,2130.0,38.69,30.0,4.9778,1.4933,랭크아웃(Top3이탈),1,4.98,-0.0
2024-09-17,2024-09-21,SUSDT,S,767.0,867.0,29.12,30.0,13.0378,3.9113,랭크아웃(Top3이탈),4,14.86,-0.0
2024-09-21,2024-09-22,COTIUSDT,COTI,167.0,165.0,57.55,30.0,-1.1976,-0.3593,랭크아웃(Top3이탈),1,0.0,-1.2
2024-09-20,2024-09-23,ARKUSDT,ARK,596.0,575.0,45.72,30.0,-3.5235,-1.057,랭크아웃(Top3이탈),3,15.6,-3.52
2024-09-22,2024-09-23,MOCUSDT,MOC,120.0,95.78,66.18,30.0,-20.1833,-6.055,스탑-20%,1,0.0,-20.18
2024-09-23,2024-09-25,COTIUSDT,COTI,163.0,167.0,49.54,30.0,2.454,0.7362,랭크아웃(Top3이탈),2,2.45,-0.0
2024-09-25,2024-09-26,AGIUSDT,AGI,279.0,263.0,75.47,30.0,-5.7348,-1.7204,랭크아웃(Top3이탈),1,0.0,-5.73
2024-09-26,2024-09-27,SEIUSDT,SEI,640.0,608.0,75.34,30.0,-5.0,-1.5,랭크아웃(Top3이탈),1,0.0,-5.0
2024-09-23,2024-09-28,SUSDT,S,861.0,881.0,56.26,30.0,2.3229,0.6969,랭크아웃(Top3이탈),5,10.1,-2.9
2024-09-27,2024-09-29,AGIUSDT,AGI,255.0,247.0,65.58,30.0,-3.1373,-0.9412,랭크아웃(Top3이탈),2,1.96,-3.14
2024-09-28,2024-10-01,OSMOUSDT,OSMO,845.0,765.0,69.68,30.0,-9.4675,-2.8402,랭크아웃(Top3이탈),3,0.12,-9.47
2024-10-01,2024-10-02,PEPEUSDT,PEPE,0.0142,0.013,47.92,30.0,-8.4507,-2.5352,랭크아웃(Top3이탈),1,0.0,-8.45
2024-10-02,2024-10-03,SUSDT,S,933.0,843.0,42.66,30.0,-9.6463,-2.8939,랭크아웃(Top3이탈),1,0.0,-9.65
2024-09-29,2024-10-05,SEIUSDT,SEI,618.0,554.0,63.93,30.0,-10.356,-3.1068,랭크아웃(Top3이탈),6,0.32,-13.59
2024-09-15,2024-10-06,SUIUSDT,SUI,1444.0,2382.0,12.37,30.0,64.9584,19.4875,21일만기,21,72.71,-0.0
2024-10-03,2024-10-06,APTUSDT,APT,11500.0,12090.0,38.89,30.0,5.1304,1.5391,랭크아웃(Top3이탈),3,6.87,-0.0
2024-10-06,2024-10-07,ARKUSDT,ARK,650.0,643.0,60.1,30.0,-1.0769,-0.3231,랭크아웃(Top3이탈),1,0.0,-1.08
2024-10-05,2024-10-08,AGIUSDT,AGI,252.0,238.0,51.81,30.0,-5.5556,-1.6667,랭크아웃(Top3이탈),3,0.0,-5.56
2024-10-07,2024-10-09,SEIUSDT,SEI,603.0,557.0,54.62,30.0,-7.6285,-2.2886,랭크아웃(Top3이탈),2,0.0,-7.63
2024-10-08,2024-10-10,APTUSDT,APT,12190.0,11160.0,55.78,30.0,-8.4495,-2.5349,랭크아웃(Top3이탈),2,1.8,-8.45
2024-10-09,2024-10-11,ORBSUSDT,ORBS,43.95,39.97,37.0,30.0,-9.0557,-2.7167,랭크아웃(Top3이탈),2,0.0,-9.06
2024-10-10,2024-10-11,CHZUSDT,CHZ,93.11,93.21,23.28,30.0,0.1074,0.0322,랭크아웃(Top3이탈),1,0.11,-0.0
2024-10-11,2024-10-13,AGIUSDT,AGI,237.0,235.0,32.4,30.0,-0.8439,-0.2532,랭크아웃(Top3이탈),2,4.22,-0.84
2024-10-11,2024-10-13,WLDUSDT,WLD,2629.0,2650.0,20.49,30.0,0.7988,0.2396,랭크아웃(Top3이탈),2,5.29,-0.0
2024-10-13,2024-10-14,SEIUSDT,SEI,624.0,662.0,26.83,30.0,6.0897,1.8269,랭크아웃(Top3이탈),1,6.09,-0.0
2024-10-13,2024-10-14,APTUSDT,APT,13350.0,13580.0,26.78,30.0,1.7228,0.5169,랭크아웃(Top3이탈),1,1.72,-0.0
2024-10-14,2024-10-15,BRETTUSDT,BRETT,152.0,143.0,38.18,30.0,-5.9211,-1.7763,랭크아웃(Top3이탈),1,0.0,-5.92
2024-10-14,2024-10-16,WLDUSDT,WLD,3165.0,3120.0,39.0,30.0,-1.4218,-0.4265,랭크아웃(Top3이탈),2,0.32,-1.42
2024-10-15,2024-10-16,APTUSDT,APT,13950.0,13460.0,29.29,30.0,-3.5125,-1.0538,랭크아웃(Top3이탈),1,0.0,-3.51
2024-10-06,2024-10-19,SUIUSDT,SUI,2382.0,2824.0,63.82,30.0,18.5558,5.5668,랭크아웃(Top3이탈),13,27.71,-0.0
2024-10-16,2024-10-19,ARKUSDT,ARK,845.0,808.0,55.05,30.0,-4.3787,-1.3136,랭크아웃(Top3이탈),3,0.0,-6.51
2024-10-19,2024-10-20,WLDUSDT,WLD,3379.0,3286.0,29.41,30.0,-2.7523,-0.8257,랭크아웃(Top3이탈),1,0.0,-2.75
2024-10-16,2024-10-21,STORJUSDT,STORJ,798.0,722.0,36.64,30.0,-9.5238,-2.8571,랭크아웃(Top3이탈),5,8.15,-9.52
2024-10-19,2024-10-21,APTUSDT,APT,13220.0,13680.0,25.07,30.0,3.4796,1.0439,랭크아웃(Top3이탈),2,4.16,-0.0
2024-10-21,2024-10-22,DYDXUSDT,DYDX,1748.0,1565.0,35.5,30.0,-10.4691,-3.1407,랭크아웃(Top3이탈),1,0.0,-10.47
2024-10-21,2024-10-22,ARPAUSDT,ARPA,75.3,69.15,35.12,30.0,-8.1673,-2.4502,랭크아웃(Top3이탈),1,0.0,-8.17
2024-10-22,2024-10-23,STORJUSDT,STORJ,726.0,680.0,43.76,30.0,-6.3361,-1.9008,랭크아웃(Top3이탈),1,0.0,-6.34
2024-10-22,2024-10-23,APTUSDT,APT,14570.0,13700.0,41.87,30.0,-5.9712,-1.7914,랭크아웃(Top3이탈),1,0.0,-5.97
2024-10-20,2024-10-24,ARKUSDT,ARK,840.0,751.0,38.16,30.0,-10.5952,-3.1786,랭크아웃(Top3이탈),4,0.0,-10.83
2024-10-23,2024-10-25,WLDUSDT,WLD,3091.0,3008.0,44.91,30.0,-2.6852,-0.8056,랭크아웃(Top3이탈),2,0.0,-2.69
2024-10-24,2024-10-25,STORJUSDT,STORJ,675.0,662.0,32.09,30.0,-1.9259,-0.5778,랭크아웃(Top3이탈),1,0.0,-1.93
2024-10-25,2024-10-26,DYDXUSDT,DYDX,1537.0,1317.0,29.92,30.0,-14.3136,-4.2941,랭크아웃(Top3이탈),1,0.0,-14.31
2024-10-25,2024-10-26,ARKUSDT,ARK,737.0,683.0,27.29,30.0,-7.327,-2.1981,랭크아웃(Top3이탈),1,0.0,-7.33
2024-10-26,2024-10-27,ARPAUSDT,ARPA,63.27,63.52,17.32,30.0,0.3951,0.1185,랭크아웃(Top3이탈),1,0.4,-0.0
2024-10-27,2024-10-30,JTOUSDT,JTO,3397.0,3286.0,20.42,30.0,-3.2676,-0.9803,랭크아웃(Top3이탈),3,1.35,-3.27
2024-10-26,2024-10-31,SOLUSDT,SOL,235300.0,237600.0,19.44,30.0,0.9775,0.2932,랭크아웃(Top3이탈),5,5.99,-0.0
2024-10-30,2024-11-01,ARPAUSDT,ARPA,65.4,64.06,29.61,30.0,-2.0489,-0.6147,랭크아웃(Top3이탈),2,0.17,-2.05
2024-11-01,2024-11-02,SOLUSDT,SOL,238700.0,229200.0,20.86,30.0,-3.9799,-1.194,랭크아웃(Top3이탈),1,0.0,-3.98
2024-10-23,2024-11-03,DOGEUSDT,DOGE,194.0,203.0,38.57,30.0,4.6392,1.3918,트레일(최고21%->5%),11,21.13,-4.12
2024-10-31,2024-11-03,JTOUSDT,JTO,3233.0,2720.0,24.68,30.0,-15.8676,-4.7603,랭크아웃(Top3이탈),3,0.59,-15.87
2024-11-02,2024-11-03,OGNUSDT,OGN,144.0,119.0,26.32,30.0,-17.3611,-5.2083,랭크아웃(Top3이탈),1,0.0,-17.36
2024-11-06,2024-11-08,UNIUSDT,UNI,12540.0,12100.0,25.15,30.0,-3.5088,-1.0526,랭크아웃(Top3이탈),2,0.0,-3.51
2024-11-03,2024-11-10,SOLUSDT,SOL,222200.0,284500.0,6.93,30.0,28.0378,8.4113,랭크아웃(Top3이탈),7,28.04,-0.0
2024-11-08,2024-11-10,JTOUSDT,JTO,3996.0,4219.0,34.18,30.0,5.5806,1.6742,랭크아웃(Top3이탈),2,5.58,-0.0
2024-11-10,2024-11-11,YFIUSDT,YFI,10292000.0,9289000.0,48.15,30.0,-9.7454,-2.9236,랭크아웃(Top3이탈),1,0.0,-9.75
2024-11-11,2024-11-13,SUIUSDT,SUI,4571.0,4609.0,72.17,30.0,0.8313,0.2494,랭크아웃(Top3이탈),2,0.83,-5.1
2024-11-10,2024-11-14,ADAUSDT,ADA,822.0,780.0,68.1,30.0,-5.1095,-1.5328,랭크아웃(Top3이탈),4,3.41,-5.11
2024-11-03,2024-11-15,DOGEUSDT,DOGE,203.0,512.0,31.82,30.0,152.2167,45.665,트레일(최고193%->152%),12,192.61,-0.0
2024-11-14,2024-11-15,SUIUSDT,SUI,4657.0,4786.0,77.0,30.0,2.77,0.831,랭크아웃(Top3이탈),1,2.77,-0.0
2024-11-15,2024-11-16,ADAUSDT,ADA,941.0,1086.0,106.36,30.0,15.4091,4.6227,랭크아웃(Top3이탈),1,15.41,-0.0
2024-11-15,2024-11-17,DOGEUSDT,DOGE,512.0,507.0,175.27,30.0,-0.9766,-0.293,랭크아웃(Top3이탈),2,0.0,-0.98
2024-11-16,2024-11-17,XRPUSDT,XRP,1665.0,1554.0,131.25,30.0,-6.6667,-2.0,랭크아웃(Top3이탈),1,0.0,-6.67
2024-11-13,2024-11-18,PEPEUSDT,PEPE,0.0259,0.0294,90.44,30.0,13.5135,4.0541,랭크아웃(Top3이탈),5,16.22,-0.0
2024-11-17,2024-11-18,BONKUSDT,BONK,0.0739,0.0716,157.49,30.0,-3.1123,-0.9337,랭크아웃(Top3이탈),1,0.0,-3.11
2024-11-17,2024-11-19,CSPRUSDT,CSPR,25.51,22.06,149.61,30.0,-13.5241,-4.0572,랭크아웃(Top3이탈),2,8.98,-13.52
2024-11-19,2024-11-22,BONKUSDT,BONK,0.0755,0.0689,151.67,30.0,-8.7417,-2.6225,랭크아웃(Top3이탈),3,1.72,-8.74
2024-11-22,2024-11-23,XRPUSDT,XRP,2001.0,2151.0,180.25,30.0,7.4963,2.2489,랭크아웃(Top3이탈),1,7.5,-0.0
2024-11-23,2024-11-25,ADAUSDT,ADA,1530.0,1370.0,231.17,30.0,-10.4575,-3.1373,랭크아웃(Top3이탈),2,0.0,-11.11
2024-11-25,2024-11-26,SANDUSDT,SAND,985.0,878.0,197.58,30.0,-10.8629,-3.2589,랭크아웃(Top3이탈),1,0.0,-10.86
2024-11-26,2024-11-28,ADAUSDT,ADA,1292.0,1389.0,165.3,30.0,7.5077,2.2523,랭크아웃(Top3이탈),2,7.89,-0.0
2024-11-18,2024-11-30,HBARUSDT,HBAR,170.0,234.0,148.36,30.0,37.6471,11.2941,랭크아웃(Top3이탈),12,37.65,-0.59
2024-11-28,2024-12-01,XRPUSDT,XRP,2049.0,2661.0,167.49,30.0,29.8682,8.9605,랭크아웃(Top3이탈),3,29.87,-0.0
2024-11-30,2024-12-02,ALGOUSDT,ALGO,622.0,691.0,211.0,30.0,11.0932,3.328,랭크아웃(Top3이탈),2,11.09,-0.0
2024-11-18,2024-12-03,XLMUSDT,XLM,343.0,672.0,157.89,30.0,95.9184,28.7755,트레일(최고120%->96%),15,120.12,-7.0
2024-12-02,2024-12-03,XRPUSDT,XRP,3646.0,3330.0,285.01,30.0,-8.667,-2.6001,랭크아웃(Top3이탈),1,0.0,-8.67
2024-12-03,2024-12-04,ALGOUSDT,ALGO,714.0,694.0,235.21,30.0,-2.8011,-0.8403,랭크아웃(Top3이탈),1,0.0,-2.8
2024-12-04,2024-12-05,XRPUSDT,XRP,3616.0,3295.0,257.67,30.0,-8.8772,-2.6632,랭크아웃(Top3이탈),1,0.0,-8.88
2024-12-03,2024-12-06,XLMUSDT,XLM,672.0,664.0,267.21,30.0,-1.1905,-0.3571,랭크아웃(Top3이탈),3,5.95,-1.19
2024-12-06,2024-12-07,CSPRUSDT,CSPR,29.68,32.8,141.5,30.0,10.5121,3.1536,랭크아웃(Top3이탈),1,10.51,-0.0
2024-12-07,2024-12-08,ALGOUSDT,ALGO,684.0,696.0,156.18,30.0,1.7544,0.5263,랭크아웃(Top3이탈),1,1.75,-0.0
2024-12-08,2024-12-09,KAIAUSDT,KAIA,443.0,413.0,136.9,30.0,-6.772,-2.0316,랭크아웃(Top3이탈),1,0.0,-6.77
2024-12-01,2024-12-10,HBARUSDT,HBAR,272.0,406.0,251.42,30.0,49.2647,14.7794,트레일(최고75%->49%),9,74.63,-0.0
2024-12-05,2024-12-10,SANDUSDT,SAND,1279.0,1001.0,221.36,30.0,-21.7357,-6.5207,스탑-20%,5,0.0,-21.74
2024-12-09,2024-12-10,XRPUSDT,XRP,3460.0,3120.0,127.48,30.0,-9.8266,-2.948,랭크아웃(Top3이탈),1,0.0,-9.83
2024-12-10,2024-12-11,ENSUSDT,ENS,50750.0,54850.0,100.75,30.0,8.0788,2.4236,랭크아웃(Top3이탈),1,8.08,-0.0
2024-12-11,2024-12-12,ALGOUSDT,ALGO,643.0,639.0,119.45,30.0,-0.6221,-0.1866,랭크아웃(Top3이탈),1,0.0,-0.62
2024-12-10,2024-12-14,SANDUSDT,SAND,1001.0,1067.0,107.68,30.0,6.5934,1.978,랭크아웃(Top3이탈),4,13.09,-0.0
2024-12-12,2024-12-15,ENSUSDT,ENS,60150.0,62850.0,128.71,30.0,4.4888,1.3466,랭크아웃(Top3이탈),3,4.49,-0.58
2024-12-14,2024-12-15,ONDOUSDT,ONDO,2686.0,2681.0,93.8,30.0,-0.1862,-0.0558,랭크아웃(Top3이탈),1,0.0,-0.19
2024-12-15,2024-12-16,PUFFERUSDT,PUFFER,1034.0,1011.0,98.46,30.0,-2.2244,-0.6673,랭크아웃(Top3이탈),1,0.0,-2.22
2024-12-15,2024-12-16,LMUSDT,LM,9.699,8.888,94.8,30.0,-8.3617,-2.5085,랭크아웃(Top3이탈),1,0.0,-8.36
2024-12-16,2024-12-17,ENSUSDT,ENS,65750.0,64100.0,110.53,30.0,-2.5095,-0.7529,랭크아웃(Top3이탈),1,0.0,-2.51
2024-12-17,2024-12-19,XRPUSDT,XRP,3832.0,3480.0,90.46,30.0,-9.1858,-2.7557,랭크아웃(Top3이탈),2,0.0,-9.19
2024-12-10,2024-12-21,HBARUSDT,HBAR,406.0,384.0,126.82,30.0,-5.4187,-1.6256,랭크아웃(Top3이탈),11,10.34,-5.42
2024-12-16,2024-12-23,ONDOUSDT,ONDO,2906.0,2361.0,107.87,30.0,-18.7543,-5.6263,랭크아웃(Top3이탈),7,0.0,-18.75
2024-12-21,2024-12-23,SUIUSDT,SUI,6975.0,6285.0,45.52,30.0,-9.8925,-2.9677,랭크아웃(Top3이탈),2,0.0,-9.89
2024-12-23,2024-12-24,LMUSDT,LM,7.89,8.209,42.39,30.0,4.0431,1.2129,랭크아웃(Top3이탈),1,4.04,-0.0
2024-12-23,2024-12-25,PUFFERUSDT,PUFFER,924.0,1119.0,32.95,30.0,21.1039,6.3312,랭크아웃(Top3이탈),2,21.1,-0.0
2024-12-24,2024-12-25,SUIUSDT,SUI,6980.0,6740.0,35.8,30.0,-3.4384,-1.0315,랭크아웃(Top3이탈),1,0.0,-3.44
2024-12-25,2024-12-26,HBARUSDT,HBAR,465.0,435.0,13.14,30.0,-6.4516,-1.9355,랭크아웃(Top3이탈),1,0.0,-6.45
2024-12-26,2024-12-27,SUIUSDT,SUI,6395.0,6330.0,9.5,30.0,-1.0164,-0.3049,랭크아웃(Top3이탈),1,0.0,-1.02
2024-12-27,2024-12-28,STRAXUSDT,STRAX,121.0,114.0,9.01,30.0,-5.7851,-1.7355,랭크아웃(Top3이탈),1,0.0,-5.79
2024-12-28,2024-12-30,ZTXUSDT,ZTX,10.66,9.01,10.62,30.0,-15.4784,-4.6435,랭크아웃(Top3이탈),2,0.0,-15.48
2024-12-19,2025-01-03,VIRTUALUSDT,VIRTUAL,3687.0,6305.0,89.47,30.0,71.0062,21.3019,트레일(최고93%->71%),15,92.57,-7.35
2024-12-25,2025-01-03,MORPHOUSDT,MORPHO,4718.0,4782.0,67.66,30.0,1.3565,0.407,랭크아웃(Top3이탈),9,7.88,-12.72
2025-01-03,2025-01-07,VIRTUALUSDT,VIRTUAL,6305.0,5750.0,69.9,30.0,-8.8025,-2.6408,랭크아웃(Top3이탈),4,2.46,-8.8
2024-12-30,2025-01-08,MOVEUSDT,MOVE,1385.0,1373.0,27.89,30.0,-0.8664,-0.2599,랭크아웃(Top3이탈),9,13.57,-8.81
2025-01-07,2025-01-09,DUSDT,D,393.0,297.0,57.2,30.0,-24.4275,-7.3282,스탑-20%,2,0.0,-24.43
2025-01-08,2025-01-09,STRAXUSDT,STRAX,129.0,128.0,43.96,30.0,-0.7752,-0.2326,랭크아웃(Top3이탈),1,0.0,-0.78
2025-01-03,2025-01-10,ACSUSDT,ACS,3.683,4.591,38.77,30.0,24.6538,7.3961,트레일(최고42%->25%),7,42.0,-0.0
2025-01-09,2025-01-10,TOKAMAKUSDT,TOKAMAK,3850.0,3167.0,65.59,30.0,-17.7403,-5.3221,랭크아웃(Top3이탈),1,0.0,-17.74
2025-01-10,2025-01-11,TEMCOUSDT,TEMCO,3.242,2.835,34.69,30.0,-12.554,-3.7662,랭크아웃(Top3이탈),1,0.0,-12.55
2025-01-09,2025-01-13,MOCUSDT,MOC,218.0,166.0,91.23,30.0,-23.8532,-7.156,스탑-20%,4,11.93,-23.85
2025-01-11,2025-01-13,PUFFERUSDT,PUFFER,1221.0,1088.0,35.07,30.0,-10.8927,-3.2678,랭크아웃(Top3이탈),2,0.0,-10.89
2025-01-13,2025-01-15,HUNTUSDT,HUNT,582.0,586.0,16.63,30.0,0.6873,0.2062,랭크아웃(Top3이탈),2,2.58,-0.0
2025-01-13,2025-01-16,MOCUSDT,MOC,166.0,172.0,28.68,30.0,3.6145,1.0843,랭크아웃(Top3이탈),3,12.65,-0.0
2025-01-15,2025-01-19,XCNUSDT,XCN,4.148,14.37,30.73,30.0,246.432,73.9296,트레일(최고348%->246%),4,348.41,-0.0
2025-01-16,2025-01-20,XRPUSDT,XRP,4764.0,4973.0,46.31,30.0,4.3871,1.3161,랭크아웃(Top3이탈),4,4.39,-0.52
2025-01-19,2025-01-21,XCNUSDT,XCN,14.37,16.96,310.57,30.0,18.0237,5.4071,트레일(최고36%->18%),2,35.7,-0.0
2025-01-20,2025-01-21,SWAPUSDT,SWAP,271.0,218.0,57.56,30.0,-19.5572,-5.8672,랭크아웃(Top3이탈),1,0.0,-19.56
2025-01-10,2025-01-23,ACSUSDT,ACS,4.591,4.495,100.31,30.0,-2.091,-0.6273,랭크아웃(Top3이탈),13,11.22,-4.62
2025-01-21,2025-01-24,XRPUSDT,XRP,4649.0,4732.0,42.83,30.0,1.7853,0.5356,랭크아웃(Top3이탈),3,1.79,-0.0
2025-01-24,2025-01-26,SWAPUSDT,SWAP,246.0,293.0,35.91,30.0,19.1057,5.7317,트레일(최고34%->19%),2,34.15,-0.0
2025-01-21,2025-01-27,XCNUSDT,XCN,16.96,46.19,400.74,30.0,172.3467,51.704,트레일(최고301%->172%),6,300.94,-0.0
2025-01-23,2025-01-27,BIOTUSDT,BIOT,2.737,3.173,36.51,30.0,15.9299,4.779,트레일(최고55%->16%),4,54.8,-0.0
2025-01-26,2025-01-27,OBSRUSDT,OBSR,7.981,5.151,193.96,30.0,-35.4592,-10.6378,스탑-20%,1,0.0,-35.46
2025-01-27,2025-01-28,BIOTUSDT,BIOT,3.173,3.299,37.9,30.0,3.971,1.1913,랭크아웃(Top3이탈),1,3.97,-0.0
2025-01-28,2025-01-29,DEEPUSDT,DEEP,375.0,346.0,53.69,30.0,-7.7333,-2.32,랭크아웃(Top3이탈),1,0.0,-7.73
2025-01-29,2025-01-30,BIOTUSDT,BIOT,3.376,3.415,58.65,30.0,1.1552,0.3466,랭크아웃(Top3이탈),1,1.16,-0.0
2025-01-27,2025-01-31,XCNUSDT,XCN,46.19,49.3,1028.51,30.0,6.7331,2.0199,트레일(최고22%->7%),4,21.58,-4.31
2025-01-27,2025-01-31,OBSRUSDT,OBSR,5.151,4.08,89.31,30.0,-20.7921,-6.2376,스탑-20%,4,2.93,-20.79
2025-01-31,2025-02-01,BIOTUSDT,BIOT,3.497,3.344,50.67,30.0,-4.3752,-1.3126,랭크아웃(Top3이탈),1,0.0,-4.38
2025-02-01,2025-02-02,GRACYUSDT,GRACY,80.0,59.21,70.36,30.0,-25.9875,-7.7962,스탑-20%,1,0.0,-25.99
2025-01-30,2025-02-03,DEEPUSDT,DEEP,437.0,330.0,93.36,30.0,-24.4851,-7.3455,스탑-20%,4,0.0,-24.49
2025-02-02,2025-02-04,BELUSDT,BEL,1219.0,1209.0,61.46,30.0,-0.8203,-0.2461,랭크아웃(Top3이탈),2,9.02,-0.82
2025-02-03,2025-02-05,DEEPUSDT,DEEP,330.0,343.0,49.32,30.0,3.9394,1.1818,랭크아웃(Top3이탈),2,10.3,-0.0
2025-01-31,2025-02-09,XCNUSDT,XCN,49.3,39.11,1133.73,30.0,-20.6694,-6.2008,스탑-20%,9,6.13,-20.67
2025-02-05,2025-02-10,BELUSDT,BEL,1280.0,1403.0,54.96,30.0,9.6094,2.8828,트레일(최고25%->10%),5,25.39,-0.0
2025-02-04,2025-02-12,OBSRUSDT,OBSR,3.895,3.072,49.75,30.0,-21.1297,-6.3389,스탑-20%,8,1.64,-21.13
2025-02-09,2025-02-14,XCNUSDT,XCN,39.11,33.58,100.56,30.0,-14.1396,-4.2419,랭크아웃(Top3이탈),5,0.0,-15.6
2025-02-12,2025-02-14,OBSRUSDT,OBSR,3.072,3.062,22.78,30.0,-0.3255,-0.0977,랭크아웃(Top3이탈),2,0.46,-0.33
2025-02-14,2025-02-15,WAVESUSDT,WAVES,2609.0,2369.0,8.89,30.0,-9.1989,-2.7597,랭크아웃(Top3이탈),1,0.0,-9.2
